line,title,author,cited_num,relate,reverse_relate
Spectral gap filling in cognitive networks: A cooperative game-theoretic approach,Spectral gap filling in cognitive networks: A cooperative game-theoretic approach,C Yang,0,100.00%,100.00%
Generalized crossover product accumulate codes,Generalized crossover product accumulate codes,,1,100.00%,100.00%
A Blind Collision Resolution Protocol Based on Cooperative Transmission,A blind collision resolution protocol based on cooperative transmission,,4,22.22%,22.22%
Bayesian integer frequency offset estimator for MIMO-OFDM systems,Bayesian integer frequency offset estimator for MIMO-OFDM systems,L Zhuo,0,100.00%,100.00%
Low-Complexity Algorithm for Near-Optimum Detection of V-BLAST Systems,Low-complexity algorithm for near-optimum detection of V-BLAST systems,,8,37.50%,37.50%
Chemical composition of the essential oils of two Chinese endemic Meconopsis species.,Chemical composition of the essential oils of two Chinese endemic Meconopsis species,,6,91.67%,91.67%
Design of reflective projection lens with Zernike polynomials surfaces,Design of reflective projection lens with Zernike polynomials surfaces,X Liu,9,100.00%,100.00%
Freeform surface lens design for uniform illumination,Freeform surface lens design for uniform illumination,H Xiang L Xu,26,100.00%,100.00%
Structure and electroluminescence characteristics,Light-emitting diodes based on conjugated polymers,DDC Bradley,13341,0.00%,0.00%
A Finite Element Poisson Solver for Global Gyrokinetic Particle Simulations,A finite element Poisson solver for gyrokinetic particle simulations in a global field aligned mesh,Y Nishimura Z Lin,30,30.00%,20.00%
"Nonlinear Toroidal Mode coupling: A New Paradigm for Drift Wave Turbulence in Toroidal Plasmas,",Nonlinear toroidal mode coupling: a new paradigm for drift wave turbulence in toroidal plasmas,F Zonca Z Lin,21,28.57%,28.57%
On the Dynamics of Edge-Core Coupling,On the dynamics of edge-core coupling,PH Diamond Z Lin,45,50.00%,50.00%
Inflammatory repertoire of Alzheimer’s disease and non-demented elderly microglia in vitro.,Inflammatory repertoire of Alzheimer's disease and nondemented elderly microglia in vitro,H Hampel,318,72.73%,72.73%
"Electrochemical Degradation of Aqueous Solution of Amaranth Azo Dye on ACF under Potentiostatic Model ”,",Electrochemical degradation of aqueous solution of Amaranth azo dye on ACF under potentiostatic model,G Chen,172,46.67%,50.00%
The rough-flat-rough transition at crystal surfaces.,Rough–flat–rough transition of crystal surfaces,XY Liu,48,33.33%,40.00%
Observation of quantum well interference in magnetic nanostructures by photoemission,Observation of the quantum well interference in magnetic nanostructures by photoemission,RK Kawakami E Rotenberg,48,100.00%,90.91%
Effective Central Bank Communication under Uncertainty.”,Effective central bank communication under uncertainty,,1,33.33%,33.33%
"cBar: an algorithm for accurate identification of chromosomal sequence fragments from metagenome data,",cBar: a computer program to distinguish plasmid-derived from chromosome-derived sequence fragments in metagenomics data,F Zhou Y Xu,23,30.77%,28.57%
"Cellulose Hydrolysis in Evolving Substrate Morphologies III: Time Scale Analysis,",Cellulose hydrolysis in evolving substrate morphologies III: Time‐scale analysis,W Zhou Y Xu,24,30.00%,33.33%
Efficient Parallel I/O in Community Atmosphere Model (CAM),Efficient parallel I/O in community atmosphere model (CAM),YH Tseng C Ding,4,50.00%,50.00%
Gene Selection Algorithm by Combining ReliefF and mRMR.,Gene selection algorithm by combining reliefF and mRMR,C Ding T Li,112,37.50%,37.50%
Superconducting gap anisotropy and quasiparticle interactions: A doping dependent photoemission study,Superconducting gap anisotropy and quasiparticle interactions: a doping dependent photoemission study,MR Norman M Randeria,334,90.91%,90.91%
Extraction of the Electron Self-Energy from Angle Resolved Photoemission Data: Application to Bi2212,Extraction of the electron self-energy from angle-resolved photoemission data: Application to ,M Randeria,61,46.15%,54.55%
The breakage behaviour of Aspirin under quasi-static indentation and single particle impact loading: Effect of crystallographic anisotropy,The breakage behaviour of Aspirin under quasi-static indentation and single particle impact loading: Effect of crystallographic anisotropy,KJ Roberts Y Ding,33,100.00%,100.00%
Special issue for the 4th World Congress on Industrial Process Tomography - Preface.,Special issue for the 4th World Congress on Industrial Process Tomography-Preface,YL Ding,1,76.92%,90.91%
The Survivability of Design-Specific Spare Placement in FPGA Architectures with High Defect Rates,The survivability of design-specific spare placement in FPGA architectures with high defect rates,J Cong,2,38.46%,38.46%
Simultaneous Driver and Wire Sizing for Performance and Power Optimization.,Simultaneous driver and wire sizing for performance and power optimization,J Cong,145,40.00%,40.00%
Increasing biomass utilisation in energy systems: A comparative study of CO< sub> 2</sub> reduction and cost for different bioenergy processing options,Increasing biomass utilisation in energy systems: a comparative study of CO 2 reduction and cost for different bioenergy processing options,J Yan,181,80.95%,85.00%
Scattermeters Observe the Variation of the Walaker Circulationl,Scatterometers observe the variation of the Walker Circulation,,2,37.50%,37.50%
Estimating surface currents in coastal areas using satellite feature-tracking,The feasibility of estimating ocean surface currents on an operational basis using satellite feature tracking methods,,48,44.44%,25.00%
D2/D3 receptor agonist ropinirole protects dopaminergic cell line against rotenone-induced apoptosis through inhibition of caspase- and JNK-dependent pathways,D2/D3 receptor agonist ropinirole protects dopaminergic cell line against rotenone‐induced apoptosis through inhibition of caspase‐and JNK‐dependent …,,42,72.22%,81.25%
Characterization of the Relationship between APOBEC3B Deletion and ACE Alu Insertion,Characterization of the relationship between APOBEC3B deletion and ACE Alu insertion,,5,72.73%,72.73%
Distinct viral determinants for the packaging of human cytidine deaminases APOBEC3G and APOBEC3C,Distinct viral determinants for the packaging of human cytidine deaminases APOBEC3G and APOBEC3C,,38,100.00%,100.00%
All-optical temporal differentiation of ultra-high-speed picosecond pulses based on compact silicon microring resonator,All-optical temporal differentiation of ultra-high-speed picosecond pulses based on compact silicon microring resonator,L Zhang F Li T Wang Q Li,10,100.00%,100.00%
Resonator channel drop filters in a plasmon-polaritons metal,Resonator channel drop filters in a plasmon-polaritons metal,S Xiao M Qiu,169,100.00%,100.00%
DNA interaction networks: an information highway for regulated gene expression in the 3-dimentional space of the nucleus.,DNA interaction networks: an information highway for regulated gene expression in the 3-dimentional space of the nucleus,XD Fu,3,94.12%,94.12%
Discrepancies in tropical upper tropospheric warming between atmospheric circulation models and satellites.,Discrepancies in tropical upper tropospheric warming between atmospheric circulation models and satellites,S Po-Chedley,40,91.67%,91.67%
High cloud horizontal inhomogeneity and solar albedo bias.,High-cloud horizontal inhomogeneity and solar albedo bias,,52,62.50%,71.43%
Wireless communication systems with spatial diversity: a volumetric model,Wireless communication systems with-spatial diversity: A volumetric model,L Hanlen,52,66.67%,75.00%
Solving 3D eddy current problem containing thin cracks using dual formulations and shell elements,Solving 3-D eddy current problem containing thin cracks using dual formulations and shell elements,Z Ren,8,92.86%,92.86%
ChemInform Abstract: A New Synthetic Approach for Nonlinear Optical Chromophores Possessing Enhanced Thermal Stability,A new synthetic approach for nonlinear optical chromophores possessing enhanced thermal stability,AKY Jen,51,14.29%,16.67%
Studies on surface preparation and smoothness of nanostructured Bi2Te3-based alloys by electrochemical and mechanical methods,Studies on surface preparation and smoothness of nanostructured Bi 2 Te 3-based alloys by electrochemical and mechanical methods,HP Feng S Chen ZF Ren,12,93.33%,77.78%
Synthesis of PbTe Nanoboxes Using a Solvothermal Technique,Synthesis of PbTe nanoboxes using a solvothermal technique,B Poudel ZF Ren,120,50.00%,50.00%
Modeling Abnormal Strain States in Ferroelastic Systems: The Role of Point Defects,Modeling abnormal strain states in ferroelastic systems: the role of point defects,D Wang Y Wang Z Zhang X Ren,60,25.00%,25.00%
Origin of ultrafast annihilation effect of martensite aging: Atomistic simulations,Origin of ultrafast annihilation effect of martensite aging: Atomistic simulations,J Deng,5,100.00%,100.00%
"Secreted phosphoprotein 1 binds integrins to initiate multiple cell signaling pathways, including FRAP1/mTOR, to support attachment and force-generated migration of trophectoderm cells","Secreted phosphoprotein 1 binds integrins to initiate multiple cell signaling pathways, including FRAP1/mTOR, to support attachment and force-generated migration of …",DW Erikson RC Burghardt TE Spencer G Wu,42,86.36%,95.00%
Impaired nitric oxide production in coronary endothelial cells of the spontaneously diabetic BB rat is due to tetrahydrobiopterin deficiency,Impaired nitric oxide production in coronary endothelial cells of the spontaneously diabetic BB rat is due to tetrahydrobiopterin deficiency,,189,100.00%,100.00%
Single-End-Access Correlation-Domain Distributed Fiber-Optic Sensor Based on Stimulated Brillouin Scattering,Single-end-access correlation-domain distributed fiber-optic sensor based on stimulated Brillouin scattering,W Zou,8,20.00%,20.00%
"Communtiy differentiation on landscapes: drift, migration, and speciation.","Community differentiation on landscapes: drift, migration and speciation",F He,3,62.50%,62.50%
Interaction Between Two One-Way Waveguides,Interaction between two one-way waveguides,S He,4,20.00%,20.00%
Selection and Classification of cortical neurons for neuroprosthetics control,Selection and parameterization of cortical neurons for neuroprosthetic control,R Wahnoun J He,97,77.78%,77.78%
Orthonormal polynomials in analysis of single-mode fiber coupling,Orthonormal polynomials in analysis of single-mode fiber coupling,F Zhao,1,100.00%,100.00%
A fully packaged 4/spl times/4 integrated optical switch matrix,A fully packaged 4/spl times/4 integrated optical switch matrix,S Yu,5,100.00%,100.00%
Euler's Discretization of Single Input Sliding-Mode Control Systems,Euler's discretization of single input sliding-mode control systems,Z Galias X Yu,61,25.00%,25.00%
Ligand-accelerated ortho-C-H alkylation of arylcarboxylic acids using alkyl boron reagents,Ligand-Accelerated ortho-C–H Alkylation of Arylcarboxylic Acids using Alkyl Boron Reagents,,77,20.00%,20.00%
Palladium(0)-catalyzed alkynylation of C(sp3)-H bonds,Palladium (0)-Catalyzed Alkynylation of C (sp3)–H Bonds,J He M Wasa JQ Yu,116,20.00%,14.29%
Pd(ii)-catalyzed enantioselective activation of c(sp(2))-h and c(sp(3))-h bonds using monoprotected amino acids as chiral ligands,PdII‐Catalyzed Enantioselective Activation of C (sp2) H and C (sp3) H Bonds Using Monoprotected Amino Acids as Chiral Ligands,BF Shi,308,20.00%,15.79%
HNP-MP Approach for the Capacitated Multi-item Lot Sizing Problem with Setup Times,An HNP-MP approach for the capacitated multi-item lot sizing problem with setup times,T Wu,26,33.33%,30.77%
The Allocation of Berths and Quay Cranes by Using a Sub-gradient Optimization Technique,The allocation of berths and quay cranes by using a sub-gradient optimization technique,Z Zhang,72,38.46%,38.46%
Scandium-Catalyzed Syndiospecific Copolymerization of Styrene with Isoprene,Scandium-catalyzed syndiospecific copolymerization of styrene with isoprene,,87,28.57%,28.57%
Fractionation of plutonium in environmental and bio-shielding concrete samples using dynamic sequential extraction,Fractionation of plutonium in environmental and bio-shielding concrete samples using dynamic sequential extraction,,4,100.00%,100.00%
A novel low molecular weight polysaccharide (GLPP) from Ganoderma lucidum grown in Anhui and its potential role in tumor treatment and immunostimulation.,Potential of a Novel Polysaccharide Preparation (GLPP) from Anhui‐Grown Ganoderma lucidum in Tumor Treatment and Immunostimulation,,48,27.27%,50.00%
Level the buffer wall: Fair channel assignment in wireless sensor networks,Level the buffer wall: Fair channel assignment in wireless sensor networks,Y Liu LM Ni,18,100.00%,100.00%
Interactions of Optical Brightening Agents With High Yield Pulps,Interactions of optical brightening agents with high yield pulps,D Wong,16,22.22%,22.22%
Stability of least-energy patterns in a shadow system of an activator-inhibitor system,Stability of least energy patterns of the shadow system for an activator-inhibitor model,WM Ni,70,66.67%,69.23%
On the elliptic equation u + Kun+2 n−2 = 0 and related topics,Some Aspects of Semilinear Elliptic Equations on ℝn,WM Ni,61,0.00%,0.00%
On the elliptic equation Lu − k + Ke2u = 0,Some Aspects of Semilinear Elliptic Equations on ℝn,WM Ni,61,0.00%,0.00%
Both the N- and C-terminal domains of the nominal phosphoprotein of rabies virus is involved in binding to the nucleoprotein,Both the N-and the C-terminal domains of the nominal phosphoprotein of rabies virus are involved in binding to the nucleoprotein,,80,90.00%,85.00%
Lymphotoxin controls the IL-22 protection pathway in gut innate lymphoid cells during mucosal pathogen challenge.,Lymphotoxin controls the IL-22 protection pathway in gut innate lymphoid cells during mucosal pathogen challenge,X Guo,132,93.33%,93.33%
Induced sensitization of tumor stroma leads to eradication of established cancer by T cells.,Induced sensitization of tumor stroma leads to eradication of established cancer by T cells,,278,92.86%,92.86%
A microscopic simulation model for merging control on a dedicated-lane automated highway system,A microscopic simulation model for merging control on a dedicated-lane automated highway system,B Ran,34,100.00%,100.00%
Coherent Peptide-mediated Brain Activities of Neuronal Networks Controlled by Subcellular Signaling Pathway: Experimental and Modelling Results,Coherent peptide-mediated activity in a neuronal network controlled by subcellular signaling pathway: experiments and modeling,G Leng J Feng,2,18.75%,20.00%
To (TGF)beta or not to (TGF)beta: fine-tuning of Smad signaling via post-translational modifications,To (TGF) β or not to (TGF) β: Fine-tuning of Smad signaling via post-translational modifications,,45,76.92%,66.67%
Failure Analysis of Si Nanowire Field-Effect Transistors Subject to Electrostatic Discharge Stresses,Failure analysis of Si nanowire field-effect transistors subject to electrostatic discharge stresses,JJ Liou,9,33.33%,33.33%
Paricalcitol inhibits renal inflammation by promoting vitamin D receptor-mediated sequestration of NF-kappaB signaling.,Paricalcitol inhibits renal inflammation by promoting vitamin D receptor–mediated sequestration of NF-κB signaling,,220,76.92%,76.92%
"Effectiveness of two systemic insecticides, thiamethoxam and imidacloprid seed treatments against cotton aphid, Aphis gossypii (Homoptera: Aphididae).",Chemistry and biology of thiamethoxam: a second generation neonicotinoid,,287,11.76%,22.22%
Packet-Based Deadband Control for Internet-Based Networked Control Systems,Packet-based deadband control for internet-based networked control systems,YB Zhao GP Liu,49,12.50%,12.50%
H_infinity control for networked predictive control systems based on switched Lyapunov function method, Control for Networked Predictive Control Systems Based on the Switched Lyapunov Function Method,GP Liu,87,23.08%,23.08%
Actively Compensating for Data Packet Disorder in Networked Control Systems,Actively compensating for data packet disorder in networked control systems,YB Zhao GP Liu,25,30.00%,30.00%
Robust fault detection observer and fault estimation filter design for LTI systems based on GKYP Lemma,Robust fault detection observer and fault estimation filter design for lti systems based on gkyp lemma,X Wei M Verhaegen,15,81.25%,81.25%
The smallest capsid protein mediates binding of the essential tegument protein pp150 to stabilize DNA-containing capsids in human cytomegalovirus.,The smallest capsid protein mediates binding of the essential tegument protein pp150 to stabilize DNA-containing capsids in human cytomegalovirus,X Dai,25,94.74%,94.74%
RNase P ribozymes for the studies and treatment of human cytomegalovirus infections.,RNase P ribozymes for the studies and treatment of human cytomegalovirus infections,J Lee,23,91.67%,91.67%
Physical and Magnetic properties of highly aluminum doped strontium ferrite nanoparticles prepared by auto-combustion route,Physical and magnetic properties of highly aluminum doped strontium ferrite nanoparticles prepared by auto-combustion route,BK Rai SR Mishra,60,93.33%,93.33%
Effect of magnetic fields on melt-spun Nd2Fe14B-based ribbons,Effect of magnetic fields on melt-spun Nd2Fe14B-based ribbons,C Rong,5,100.00%,100.00%
Explosive shock processing of Pr2Fe14B/alpha-Fe exchange-coupled nanocomposite bulk magnets.,Explosive shock processing of Pr2Fe14B/α–Fe exchange-coupled nanocomposite bulk magnets,NN Thadhani,10,77.78%,77.78%
New robust stability results for bidirectional associative memory neural networks with multiple time delays,New robust stability results for bidirectional associative memory neural networks with multiple time delays,S Arik D Liu,22,100.00%,100.00%
Fractional Gaussian noise power spectrum synthesis using linear approximation for generating self-similar network traffic,"Fast, approximate synthesis of fractional Gaussian noise for generating self-similar network traffic",V Paxson,733,57.14%,66.67%
Designs of broadband quantum-well infrared photodetectors and 8–12 μm test device results,Designs of broadband quantum-well infrared photodetectors and 8–12μm test device results,,11,83.33%,90.91%
Midinfrared optical upconverter,Midinfrared optical upconverter,ZR Wasilewski,20,100.00%,100.00%
Differential signaling mechanisms of HNP-induced IL8 production in human lung epithelial cells and monocytes,Differential signaling mechanisms of HNP‐induced IL‐8 production in human lung epithelial cells and monocytes,M Liu,23,85.71%,85.71%
High-Resolution and Low-Voltage FE-SEM Imaging and Microanalysis in Materials Characterization,High-resolution and low-voltage FE-SEM imaging and microanalysis in materials characterization,,24,40.00%,40.00%
Potent and novel 11β-HSD1 inhibitors identified from shape and docking based virtual screening,Potent and novel 11β-HSD1 inhibitors identified from shape and docking based virtual screening,,15,100.00%,100.00%
Self-assembled mesoporous carbon films for platinum metal catalyst loading,Self-assembled mesoporous carbon films for platinum metal catalyst loading,,7,100.00%,100.00%
Surface force arising from adsorbed diethylenetriaminepentacetic acid (DTPA) and related compounds and their metal ions complexes in alumina suspensions,Surface force arising from adsorbed diethylenetriaminepentacetic acid (DTPA) and related compounds and their metal ions complexes in alumina suspensions,H Husin YK Leong JS Liu,1,100.00%,100.00%
Dislocations and the enhancement of superconductivity in odd-parity superconductor Sr2RuO4,Dislocations and the enhancement of superconductivity in odd-parity superconductor SrRuO,NE Staley K Sun,2,90.00%,90.00%
"""Enhancement of Metallic Behavior in",Enhancement of metallic behavior in bismuth cobaltates through lead doping,RJ Cava,21,40.00%,20.00%
A fast multipole boundary element method for 2D viscoelastic problems,A fast multipole boundary element method for 2D viscoelastic problems,WQ Chen YJ Liu,12,100.00%,100.00%
Fast multipole boundary element analysis of 2D viscoelastic composites with imperfect interfaces,Fast multipole boundary element analysis of 2D viscoelastic composites with imperfect interfaces,WQ Chen YJ Liu,11,100.00%,100.00%
A 9-b 40-MSample/s reconfigurable pipeline analog-to-digital converter,A 9-b 40-MSample/s reconfigurable pipeline analog-to-digital converter,H Liu,15,100.00%,100.00%
Manipulation of Electron Beam Propagation by Hetero-Dimensional Graphene Junctions,Manipulation of electron beam propagation by hetero-dimensional graphene junctions,Z Wang F Liu,35,33.33%,33.33%
Uniaxial Strain in Molecular Nanowires: A Case Study of β-phase Polyfluorenes,Uniaxial strain in molecular nanowires: A case study of β-phase polyfluorenes,F Liu,3,45.45%,45.45%
and Gap Scaling of Graphene Nanohole Superlattices,Band-gap scaling of graphene nanohole superlattices,ZF Wang J Yang F Liu,95,14.29%,16.67%
Making a field effect transistor on a single graphene nanoribbon by selective doping,Making a field effect transistor on a single graphene nanoribbon by selective doping,B Huang Q Yan,170,100.00%,100.00%
Synthesis of Carbon Nanotubes by Rolling Up Patterned Graphene Nanoribbons Using Selective Atomic Adsorption,Synthesis of carbon nanotubes by rolling up patterned graphene nanoribbons using selective atomic adsorption,D Yu F Liu,118,21.43%,21.43%
Bending of Si Nano-Cantilever Induced by Molecular Adsorption: A Modified Stoney Formula for the Calibration of Nanomechanochemical Sensors,Detection of Angiogenic Growth Factor by Microcantilever Biosensors,,0,11.11%,37.50%
Confining P diffusion in Si by an As-doped barrier layer,Confining P diffusion in Si by an As-doped barrier layer,D Yu F Liu,5,100.00%,100.00%
The human Δ1261 mutation of the HERG potassium channel results in a truncated protein that contains a subunit interaction domain and decreases the channel expression,The human Δ1261 mutation of the HERG potassium channel results in a truncated protein that contains a subunit interaction domain and decreases the channel …,,95,92.00%,100.00%
On the stability of an inverse problem for the wave equation,On the stability of an inverse problem for the wave equation,G Bao,17,100.00%,100.00%
"""Preface to the Mathematical Modeling in Optical",Mathematical modeling in optical science,G Bao,90,28.57%,40.00%
Redefining the Chinese Concept of Sovereignty,[CITATION][C] Redefining the Chinese concept of sovereignty,,24,66.67%,57.14%
Issue Foreword: Lessons Learned from Remote Sensing Activities in Recent Natural Disasters,Applications of telemedicine and telecommunications to disaster medicine: historical and future perspectives,,150,0.00%,0.00%
Segmentation and Reconstruction of Polyhedral Buildings from Aerial Lidar Point Clouds,Segmentation and reconstruction of polyhedral building roofs from aerial lidar point clouds,A Sampath,221,36.36%,33.33%
Color Correction of Texture Images for True Photorealistic Visualization,Color correction of texture images for true photorealistic visualization,,2,33.33%,33.33%
An Adaptive Approach to Topographic Feature Extraction from Digital Terrain Models,An adaptive approach to topographic feature extraction from digital terrain models,,5,27.27%,27.27%
Remote Sensing Data Fusion,Multi-source remote sensing data fusion: status and trends,,328,0.00%,0.00%
enetic Algorithms for the Calibration of Cellular Automata Urban Growth Modeling,Genetic algorithms for the calibration of cellular automata urban growth modeling,S Alkheder J Wang,31,27.27%,27.27%
Fuzzy Inference Guided Cellular Automata Urban Growth Modeling Using Multi-temporal Satellite Images,Fuzzy Inference Guided Cellular Automata Urban Growth Modeling Using Multi-temporal Satellite Images,,0,100.00%,100.00%
Calibration and Assessment of Multitemporal Image-based Cellular Automata Urban Growth Modeling,Calibration and assessment of multitemporal image-based cellular automata for urban growth modeling,S Alkheder,5,27.27%,25.00%
Building Boundary Tracing and Regularization from Airborne Lidar Point Clouds,Building boundary tracing and regularization from airborne LiDAR point clouds,A Sampath,183,30.00%,30.00%
Evaluating Planetary Digital Terrain Models—The HRSC DTM Test,Evaluating planetary digital terrain models—The HRSC DTM test,C Heipke,54,37.50%,37.50%
Principles and Evaluation of Autostereoscopic Photogrammetric Measurement,Principles and evaluation of autostereoscopic photogrammetric measurement,CS Fu B Li,5,42.86%,42.86%
"DEM Generation and Quality Assessment for Glacial Topography: A Case Study in Southern Range, Tasmania","ERS tandem InSAR processing for DEM generation, glacier motion estimation and coherence analysis on Svalbard",,36,20.00%,20.00%
Mapping Mars,Global stratigraphy,,265,0.00%,0.00%
Photogrammetric Analysis of the Mars Global Surveyor Mapping Data.,Photogrammetric analysis of the Mars global surveyor mapping data,,19,44.44%,44.44%
Quality of Building Extraction from IKONOS Imagery,Quality of building extraction from IKONOS imagery,,46,57.14%,57.14%
Urban DEM Generation from Raw Lidar Data: A Labeling Algorithm and its Performance,Urban DEM generation from raw LiDAR data,S Aparajithan,185,23.08%,42.86%
Combined Adjustment of MOC Stereo Imagery and MOLA Altimetry Data,Combined adjustment of MOC stereo imagery and MOLA altimetry data,,26,50.00%,50.00%
High Quality 3D Visualization for Glacial Cirque Terrain,High quality 3D visualization for glacial cirque terrain,,2,37.50%,37.50%
Class-guided Building Extraction from IKONOS Imagery,Class-guided building extraction from Ikonos imagery,,226,33.33%,33.33%
Combining Lidar Elevation Data and IKONOS Multispectral Imagery for Coastal Classification Mapping,Combining lidar elevation data and IKONOS multispectral imagery for coastal classification mapping,,80,33.33%,33.33%
Study on Accuracy of 1-Degree DEM versus Topographic Complexity Using GIS Zonal Analysis,Study on accuracy of 1-degree DEM versus topographic complexity using GIS zonal analysis,E Hussain,11,46.15%,46.15%
"GPS Solutions: Closed Forms, Critical and Special Configurations of P4P","GPS solutions: closed forms, critical and special configurations of P4P",,45,40.00%,40.00%
A Comparative Study on Urban Visualization Using Lidar Data in GIS,Comparative study on urban visualization using LIDAR data in GIS,,32,36.36%,40.00%
Principal Component Analysis for Hyperspectral Image Classification,Principal component analysis for hyperspectral image classification,,154,28.57%,28.57%
An Approach to Single Image Automatic Orientation and Point Determination by Using Orthoimages and a DTM,An Approach to Single Image Automatic Orientation and Point Determination by Using Ortho‐Images and a Dtm,,4,87.50%,87.50%
Photogrammetric Theory of Stereovision,Photogrammetric Theory in Stereo Vision,,0,50.00%,40.00%
Closed-form Solution of P4P or the Three-dimensional Resection Problem in terms of Möbius Barycentric Coordinates,Closed-form solution of P4P or the three-dimensional resection problem in terms of Möbius barycentric coordinates,,38,60.00%,60.00%
Closed-form Solution to the Twin P4P or the Combined Three Dimensional Resection-intersection Problem in terms of Möbius Barycentric Coordinates,Closed form solution to the twin P4P or the combined three dimensional resection-intersection problem in terms of Möbius barycentric coordinates,,34,47.37%,45.00%
Estimable Quantities in Projective Networks,[CITATION][C] Estimable quantities in projective networks,,38,40.00%,33.33%
Photogrammetric Object Description with Projective Invariants,Photogrammetric object description with projective invariants,,2,33.33%,33.33%
"A Closed-form Solution of the Non-linear Pseudo-ranging Equations (GPS). Artificial Satellites, Planetary Geodesy",Closed-form solution of the nonlinear pseudo-ranging equations (GPS),,44,23.08%,37.50%
An algorithm for Object Reconstruction without Interior Orientation,An algorithm for object reconstruction without interior orientation,,10,50.00%,50.00%
Relative Orientation for Two-media Photogrammetry,RELATIVE ORIENTATION FOR TWO‐MEDIA PHOTOGRAMMETRY,,4,0.00%,0.00%
An Interactive Blunder Detection Method for DEM Data (in Chinese),Photo tourism: exploring photo collections in 3D,N Snavely SM Seitz R Szeliski,2842,0.00%,0.00%
Robust Orientation for Digital Image (in Chinese),Detection of copy-move forgery in digital images using SIFT algorithm,,285,0.00%,0.00%
Algorithms of the Combined Adjustment Program System WuCAPS (in Chinese),A novel method of systematic error compensation for a position and orientation system,,45,10.00%,7.69%
Progress of Data Analysis (in Chinese),Progress and application of spectral data pretreatment and wavelength selection methods in NIR analytical technique,,150,33.33%,13.33%
On the Mathematical Model for Geodetic Observations in Combined Adjustment (in Chinese),Robust biased estimation and its applications in geodetic adjustments,,52,8.33%,11.11%
Quality Analysis of Combined Adjustment with Geodetic Observations (in Chinese),ITRF2005: A new release of the International Terrestrial Reference Frame based on time series of station positions and Earth Orientation Parameters,J Legrand,1015,20.00%,4.76%
A Fast Recursive Method for Repeated Computation of Reliability Matrix QvvP,A fast recursive method for repeated computation of reliability matrix QvvP,,4,36.36%,36.36%
Quality Analysis of Bundle Block Adjustment with Navigation Data,[CITATION][C] Quality analysis of bundle block adjustment with navigation data,,12,33.33%,30.00%
Quality Analysis of Bundle Adjustment with Navigation Data,[CITATION][C] Quality analysis of bundle block adjustment with navigation data,,12,37.50%,30.00%
The Application of Navigation Data in Analytical Aerotriangulation (in Chinese),GPS-supported Aerotriangulation Based on GPS Precise Point Positioning [J],,21,10.00%,11.11%
Mathematical Model for Geodetic Observations in Combined Adjustment (in Chinese),Robust biased estimation and its applications in geodetic adjustments,,52,10.00%,11.11%
A Fast Recursive Method for Repeated Computation of Reliability Matrix QvvP,A fast recursive method for repeated computation of reliability matrix QvvP,,4,36.36%,36.36%
A sorting nexin 17-binding domain within the LRP1 cytoplasmic tail mediates receptor recycling through the basolateral sorting endosome,A Sorting Nexin 17‐Binding Domain Within the LRP1 Cytoplasmic Tail Mediates Receptor Recycling Through the Basolateral Sorting Endosome,J Lee G Bu MP Marzolo,15,22.22%,22.22%
ApoE influences amyloid-β (Aβ) clearance despite minimal apoE/Aβ association in physiological conditions,ApoE influences amyloid-β (Aβ) clearance despite minimal apoE/Aβ association in physiological conditions,JM Castellano,199,100.00%,100.00%
Levels of soluble apolipoprotein E/amyloid-β (Aβ) complex are reduced and oligomeric Aβ increased with APOE4 and Alzheimer disease in a transgenic mouse model and human samples,Levels of soluble apolipoprotein E/amyloid-β (Aβ) complex are reduced and oligomeric Aβ increased with APOE4 and Alzheimer disease in a transgenic mouse …,LM Tai,75,80.77%,100.00%
APOE4-specific changes in Aβ accumulation in a new transgenic mouse model of Alzheimer disease,APOE4-specific changes in Aβ accumulation in a new transgenic mouse model of Alzheimer disease,LM Tai,94,100.00%,100.00%
Apolipoprotein E and apolipoprotein E receptors: normal biology and roles in Alzheimer disease,Apolipoprotein E and apolipoprotein E receptors: normal biology and roles in Alzheimer disease,DM Holtzman J Herz G Bu,328,100.00%,100.00%
Intraneuronal Aβ detection in 5xFAD mice by a new Aβ-specific antibody,Intraneuronal Aβ detection in 5xFAD mice by a new Aβ-specific antibody,LM Tai,63,100.00%,100.00%
Apolipoprotein E and LRP1 Increase Early in Parkinson's Disease Pathogenesis,Apolipoprotein E and LRP1 increase early in Parkinson's disease pathogenesis,,19,60.00%,60.00%
Two structural and functional domains of MESD required for proper folding and trafficking of LRP5/6,Two structural and functional domains of MESD required for proper folding and trafficking of LRP5/6,G Bu,10,100.00%,100.00%
Heparan sulphate proteoglycan and the low-density lipoprotein receptor-related protein 1 constitute major pathways for neuronal amyloid-bata uptake,Heparan sulphate proteoglycan and the low-density lipoprotein receptor-related protein 1 constitute major pathways for neuronal amyloid-β uptake,,87,94.12%,94.12%
Lipoprotein receptor LRP1 regulates leptin signaling and energy homeostasis in the adult central nervous system,Lipoprotein receptor LRP1 regulates leptin signaling and energy homeostasis in the adult central nervous system,,39,100.00%,100.00%
"Neuronal LRP1 knockout in adult mice leads to impaired brain lipid metabolism and progressive, age-dependent synapse loss and neurodegeneration","Neuronal LRP1 knockout in adult mice leads to impaired brain lipid metabolism and progressive, age-dependent synapse loss and neurodegeneration",,110,100.00%,100.00%
