line,title,author,cited_num,relate,reverse_relate
Crystalline thin-foil silicon solar cells: where crystalline quality meets thin-film processing,Crystalline thin‐foil silicon solar cells: where crystalline quality meets thin‐film processing,F Dross,71,81.82%,81.82%
Epitaxy-free monocrystalline silicon thin film: First steps beyond proof-of-concept solar cells,Epitaxy‐free monocrystalline silicon thin film: first steps beyond proof‐of‐concept solar cells,Y Qiu,68,72.73%,72.73%
Three novel ways of making thin-film crystalline-silicon layers on glass for solar cell applications,Three novel ways of making thin-film crystalline-silicon layers on glass for solar cell applications,I Gordon F Dross Y Qiu,51,100.00%,100.00%
The use of porous silicon layers in thin-film silicon solar cells,The use of porous silicon layers in thin‐film silicon solar cells,,12,90.91%,90.91%
Properties of n-type polycrystalline silicon solar cells formed by aluminium induced crystallization and CVD thickening,Properties of n-type polycrystalline silicon solar cells formed by aluminium induced crystallization and CVD thickening,Ö Tüzün Y Qiu I Gordon,20,100.00%,100.00%
Thin-film Polycrystalline-Silicon Solar Mini-Modules on Non-Silicon Substrates,Crystalline thin‐foil silicon solar cells: where crystalline quality meets thin‐film processing,F Dross,71,0.00%,0.00%
Thin-film monocrystalline-silicon solar cells on glass with an efficiency of 11%,Thin-film monocrystalline-silicon solar cells on glass with an efficiency of 11%,I Gordon Y Qiu D Van Gestel,1,100.00%,100.00%
Thin-film monocrystalline-silicon solar cells based on a seed layer approach with 11% efficiency,Thin-film monocrystalline-silicon solar cells made by a seed layer approach on glass-ceramic substrates,I Gordon G Beaucarne,48,69.23%,69.23%
Interdigitated rear contact solar cells with amorphous silicon heterojunction emitter,Interdigitated rear contact solar cells with amorphous silicon heterojunction emitter,BJ O'Sullivan Y Qiu,8,100.00%,100.00%
Thin-film polycrystalline silicon solar cells with low intragrain defect density made via laser crystallization and epitaxial growth,Thin-film polycrystalline silicon solar cells with low intragrain defect density made via laser crystallization and epitaxial growth,D Van Gestel,13,100.00%,100.00%
Thin-film polycrystalline-silicon solar cells based on aluminium-induced crystallization and thermal CVD,Thin-film polycrystalline-silicon solar cells based on aluminium-induced crystallization and thermal CVD,I Gordon D Van Gestel Y Qiu,0,100.00%,100.00%
Crystallographic Analysis and Solar Cells of Polysilicon Films Formed by Aluminium Induced Crystallization,Crystallographic analysis and solar cells of polysilicon films formed by aluminium induced crystallization,O Tuzun Y Qiu S Chatterjee,0,30.77%,30.77%
"Heterojunction emitter for rear junction n-type solar cells,",Heterojunction emitter for rear junction n-type solar cells,I Gordon B O'Sullivan,1,87.50%,87.50%
Light Scattering and Trapping in Different Thin Film Photovoltaic Devices,Light scattering and trapping in different thin film photovoltaic device,J Hüpkes,21,30.00%,30.00%
Thin-film polycrystalline-silicon solar cells based on a seed layer approach,Thin-film polycrystalline-silicon solar cells based on a seed layer approach,I Gordon D Van Gestel Y Qiu,1,100.00%,100.00%
Processing and characterization of efficient thin-film polycrystalline-Silicon solar cells,Processing and characterization of efficient thin-film polycrystalline-Silicon solar cells,I Gordon D Van Gestel Y Qiu,4,100.00%,100.00%
Processing and characterization of efficient thin-film polycrystalline-Silicon solar cells,Processing and characterization of efficient thin-film polycrystalline-Silicon solar cells,I Gordon D Van Gestel Y Qiu,4,100.00%,100.00%
Broadband Gm -Boosted Differential HBT Doublers With Transformer Balun,Broadband Gm-boosted differential HBT doublers with transformer balun,H Zirath,17,22.22%,25.00%
Linearity improvement using a modified DS method in cascaded stages amplifier,A highly linear low-noise amplifier,E Sánchez-Sinencio,106,9.09%,20.00%
Linearity improvement using a modified DS method in cascaded stages amplifier,A highly linear low-noise amplifier,E Sánchez-Sinencio,106,9.09%,20.00%
SiGe V-Band 6-port receiver MMIC with integrated IF amplifier,The six-port in modern society,A Koelpin B Laemmle,103,0.00%,0.00%
SiGe V Band Wide Tuning Range VCO and Frequency Divider for Phase Locked Loop,SiGe V band wide tuning-range VCO and frequency divider for phase locked loop,,3,35.71%,38.46%
"A Compact V-Band Active SiGe Power Detector”,",A compact V-band active SiGe power detector,,10,28.57%,28.57%
Miniaturized SiGe V-Band Active Transmit Balun,Miniaturized SiGe V-Band Active Transmit Balun,,0,100.00%,100.00%
A Miniaturized V-Band 4×4 Butler Matrix SiGe MMIC”,A miniaturised V-band 4× 4 Butler matrix SiGe MMIC,,1,37.50%,33.33%
SiGe V-Band Single-ended and Differential Low noise amplifier,Algorithmic design of CMOS LNAs and PAs for 60-GHz radio,,440,12.50%,10.00%
Broadband Gm -Boosted Differential HBT Doublers With Transformer Balun,Broadband Gm-boosted differential HBT doublers with transformer balun,H Zirath,17,22.22%,25.00%
Design A V-band 4×4 Butler Matrix for Switched Beam-forming Operation,Design a V-band 4× 4 Butler matrix for switched beam-forming operation,F Vincent,0,40.00%,36.36%
Broadband Gm -Boosted Differential HBT Doublers With Transformer Balun,Broadband Gm-boosted differential HBT doublers with transformer balun,H Zirath,17,22.22%,25.00%
Harmonic suppression of branch- line and rat-race couplers using CSRR cell,Harmonic suppression of branch-line and rat-race coupler using complementary spilt ring resonators (CSRR) cell,,16,63.64%,50.00%
A Low-cost Doppler Radar syste with 24 GHz PLL for remote Detection of Heart Beat,A low‐cost Doppler radar system with 24 GHz PLL for remote detection of heart beat,,1,60.00%,60.00%
Miniaturization and harmonic suppression branch-line coupler using short-circuit anti-coupled line,Miniaturization and harmonic suppression branch-line coupler using short-circuit anti-coupled line,J Zhang,3,100.00%,100.00%
Compact and Harmonic Suppression Open-loop Resonator Band-pass Filter with Tri-section SIR,Compact and harmonic suppression open-loop resonator bandpass filter with tri-section SIR,J Zhang,70,36.36%,36.36%
A Harmonic suppressed Wilkinson power divider using CSRR,A compact harmonic‐suppressed Wilkinson power divider using C‐SCMRC resonators,,11,62.50%,55.56%
Compact and Harmonic Suppression Wilkinson Power Divider With Short Circuit Anti-Coupled Line,Compact and harmonic suppression Wilkinson power divider with short circuit anti-coupled line,J Zhang,55,25.00%,25.00%
Sharp-rejection Low-pass Filter with Controllable Transmission Zero using CSRR,Sharp-rejection low-pass filter with controllable transmission zero using complementary split ring resonators (CSRRs),J Zhang,45,33.33%,23.08%
用于微波功率放大器芯片的在片测试方法及其测试系统,[CITATION][C] 2~ 26GHzGaAs 单片功率放大器,,3,0.00%,0.00%
A Target-Responsive Electrochemical Aptamer Switch (TREAS) for Reagentless Detection of Nanomolar ATP,A target-responsive electrochemical aptamer switch (TREAS) for reagentless detection of nanomolar ATP,,471,41.67%,41.67%
"High Specificity, Electrochemical Sandwich Assays Based on Single Apatmer Sequences and Suitable for the Direct Detection of Small -Molecule Targets in Blood and Other Complex Matrices","High specificity, electrochemical sandwich assays based on single aptamer sequences and suitable for the direct detection of small-molecule targets in blood and …",Y Xiao KW Plaxco,315,26.92%,36.36%
Sensitive and Selective Amplified Fluorescence DNA Detection Based on Exonuclease Ⅲ-Aided Target Recycling,Sensitive and selective amplified fluorescence DNA detection based on exonuclease III-aided target recycling,Y Xiao KW Plaxco,325,30.77%,30.77%
"Colorimetric Detection of DNA, Small Molecules, Proteins and Ions Using Unmodified Gold Nanoparticles and Conjugated Polyelectrolytes.","Colorimetric detection of DNA, small molecules, proteins, and ions using unmodified gold nanoparticles and conjugated polyelectrolytes",Y Xiao D Kang,395,31.25%,31.25%
Lab in a Tube: Ultrasensitive Detection of MicroRNAs at the Single-Cell Level and in Breast Cancer Patients Using Quadratic Isothermal Amplification,Lab in a tube: ultrasensitive detection of microRNAs at the single-cell level and in breast cancer patients using quadratic isothermal amplification,S Wang,166,38.10%,38.10%
An Electrochemical Supersandwich Assay for Sensitive and Selective DNA Detection in Complex Matrices,An electrochemical supersandwich assay for sensitive and selective DNA detection in complex matrices,RJ White,162,38.46%,38.46%
Applicationa of Gold Nanoparticles in the Detection and Identification of Infectious Diseases and Biothreats.,Applications of gold nanoparticles in the detection and identification of infectious diseases and biothreats,M Lin F Yang C Fan,68,42.86%,42.86%
DNA Biomolecular-Electronic Encoder and Decoder Devices Constructed by Multiplex Biosensors.,DNA biomolecular-electronic encoder and decoder devices constructed by multiplex biosensors,D Kang RJ White A Vallée-Bélisle,49,30.00%,30.00%
Highly Sensitive Recognition of Pb2+ Using Pb2+ Triggered exonuclease aided DNA recycling,Highly sensitive recognition of Pb 2+ using Pb 2+ triggered exonuclease aided DNA recycling,S Zhang C Fan,19,50.00%,42.86%
"Two-Step, PCR-Free Telomerase Detection by Using Exonuclease III-Aided Target Recycling","Two‐Step, PCR‐Free Telomerase Detection by Using Exonuclease III‐Aided Target Recycling",HT Soh Y Xiao,40,70.00%,70.00%
Graphene Oxide-Facilitated Electron Transfer of Metalloproteins at Electrode Surfaces,Graphene oxide-facilitated electron transfer of metalloproteins at electrode surfaces,D Li C Fan,179,33.33%,33.33%
Design of a Carbon Nanotube/Magnetic Nanoparticle-Based Peroxidase-Like Nanocomplex and Its Application for Highly Efficient Catalytic Oxidation of Phenols,Design of a carbon nanotube/magnetic nanoparticle-based peroxidase-like nanocomplex and its application for highly efficient catalytic oxidation of phenols,D Li C Fan,86,33.33%,33.33%
"Label-Free, Dual-Analyte Electrochemical Biosensors: A New Class of Molecular-Electronic Logic Gates","Label-free, dual-analyte electrochemical biosensors: A new class of molecular-electronic logic gates",RJ White Y Xiao,91,18.18%,18.18%
"On the Binding of Cationic, Water-Soluble Conjugated Polymer to DNA: Electrostatic and Hydrophobic Interactions.","On the binding of cationic, water-soluble conjugated polymers to DNA: electrostatic and hydrophobic interactions",Y Xiao D Kang,62,42.86%,42.86%
Comparing the Properties of Electrochemical-Based DNA Sensors Employing Different Redox Tags,Comparing the properties of electrochemical-based DNA sensors employing different redox tags,D Kang KW Plaxco,105,36.36%,36.36%
Flexible Carbon Nanotube−Polymer Composite Films with High Conductivity and Superhydrophobicity Made by Solution Process,Flexible carbon nanotube− polymer composite films with high conductivity and superhydrophobicity made by solution process,C Luo E Wang,144,28.57%,26.67%
Site-specific assembly of DNA-based photonic wire using programmable polyamides,Site‐Specific Assembly of DNA‐Based Photonic Wires by Using Programmable Polyamides,,40,11.11%,10.00%
Synthesis and Cellular Uptake of a MR Contrast Agent Coupled to an Antisense Peptide Nucleic Acid - Cell Penetrating Peptide Conjugate,Synthesis and cellular uptake of a MR contrast agent coupled to an antisense peptide nucleic acid–cell–penetrating peptide conjugate,J Pfeuffer,42,33.33%,38.89%
"Enantioselective oxidation of racemic 1, 2-propanediol to D-(−)-lactic acid by Gluconobacter oxydans","Enantioselective oxidation of racemic 1, 2-propanediol to D-(−)-lactic acid by Gluconobacter oxydans",,37,100.00%,100.00%
Addressable and unidirectional energy transfer along a DNA three-way junction programmed by pyrrole-imidazole polyamides,Addressable and unidirectional energy transfer along a DNA three-way junction programmed by pyrrole-imidazole polyamides,GA Burley,11,100.00%,100.00%
Linearity improvement using a modified DS method in cascaded stages amplifier,A highly linear low-noise amplifier,E Sánchez-Sinencio,106,9.09%,20.00%
SiGe V-Band 6-port receiver MMIC with integrated IF amplifier,The six-port in modern society,A Koelpin B Laemmle,103,0.00%,0.00%
SiGe V Band Wide Tuning Range VCO and Frequency Divider for Phase Locked Loop,SiGe V band wide tuning-range VCO and frequency divider for phase locked loop,,3,35.71%,38.46%
"A Compact V-Band Active SiGe Power Detector”,",A compact V-band active SiGe power detector,,10,28.57%,28.57%
Miniaturized SiGe V-Band Active Transmit Balun,Miniaturized SiGe V-Band Active Transmit Balun,,0,100.00%,100.00%
A Miniaturized V-Band 4×4 Butler Matrix SiGe MMIC”,A miniaturised V-band 4× 4 Butler matrix SiGe MMIC,,1,37.50%,33.33%
SiGe V-Band Single-ended and Differential Low noise amplifier,Algorithmic design of CMOS LNAs and PAs for 60-GHz radio,,440,12.50%,10.00%
Broadband Gm -Boosted Differential HBT Doublers With Transformer Balun,Broadband Gm-boosted differential HBT doublers with transformer balun,H Zirath,17,22.22%,25.00%
Design A V-band 4×4 Butler Matrix for Switched Beam-forming Operation,Design a V-band 4× 4 Butler matrix for switched beam-forming operation,F Vincent,0,40.00%,36.36%
Broadband Gm -Boosted Differential HBT Doublers With Transformer Balun,Broadband Gm-boosted differential HBT doublers with transformer balun,H Zirath,17,22.22%,25.00%
Harmonic suppression of branch- line and rat-race couplers using CSRR cell,Harmonic suppression of branch-line and rat-race coupler using complementary spilt ring resonators (CSRR) cell,,16,63.64%,50.00%
A Low-cost Doppler Radar syste with 24 GHz PLL for remote Detection of Heart Beat,A low‐cost Doppler radar system with 24 GHz PLL for remote detection of heart beat,,1,60.00%,60.00%
Miniaturization and harmonic suppression branch-line coupler using short-circuit anti-coupled line,Miniaturization and harmonic suppression branch-line coupler using short-circuit anti-coupled line,J Zhang,3,100.00%,100.00%
Compact and Harmonic Suppression Open-loop Resonator Band-pass Filter with Tri-section SIR,Compact and harmonic suppression open-loop resonator bandpass filter with tri-section SIR,J Zhang,70,36.36%,36.36%
A Harmonic suppressed Wilkinson power divider using CSRR,A compact harmonic‐suppressed Wilkinson power divider using C‐SCMRC resonators,,11,62.50%,55.56%
Compact and Harmonic Suppression Wilkinson Power Divider With Short Circuit Anti-Coupled Line,Compact and harmonic suppression Wilkinson power divider with short circuit anti-coupled line,J Zhang,55,25.00%,25.00%
Sharp-rejection Low-pass Filter with Controllable Transmission Zero using CSRR,Sharp-rejection low-pass filter with controllable transmission zero using complementary split ring resonators (CSRRs),J Zhang,45,33.33%,23.08%
用于微波功率放大器芯片的在片测试方法及其测试系统,[CITATION][C] 2~ 26GHzGaAs 单片功率放大器,,3,0.00%,0.00%
A Target-Responsive Electrochemical Aptamer Switch (TREAS) for Reagentless Detection of Nanomolar ATP,A target-responsive electrochemical aptamer switch (TREAS) for reagentless detection of nanomolar ATP,,471,41.67%,41.67%
"High Specificity, Electrochemical Sandwich Assays Based on Single Apatmer Sequences and Suitable for the Direct Detection of Small -Molecule Targets in Blood and Other Complex Matrices","High specificity, electrochemical sandwich assays based on single aptamer sequences and suitable for the direct detection of small-molecule targets in blood and …",Y Xiao KW Plaxco,315,26.92%,36.36%
Sensitive and Selective Amplified Fluorescence DNA Detection Based on Exonuclease Ⅲ-Aided Target Recycling,Sensitive and selective amplified fluorescence DNA detection based on exonuclease III-aided target recycling,Y Xiao KW Plaxco,325,30.77%,30.77%
"Colorimetric Detection of DNA, Small Molecules, Proteins and Ions Using Unmodified Gold Nanoparticles and Conjugated Polyelectrolytes.","Colorimetric detection of DNA, small molecules, proteins, and ions using unmodified gold nanoparticles and conjugated polyelectrolytes",Y Xiao D Kang,395,31.25%,31.25%
Lab in a Tube: Ultrasensitive Detection of MicroRNAs at the Single-Cell Level and in Breast Cancer Patients Using Quadratic Isothermal Amplification,Lab in a tube: ultrasensitive detection of microRNAs at the single-cell level and in breast cancer patients using quadratic isothermal amplification,S Wang,166,38.10%,38.10%
An Electrochemical Supersandwich Assay for Sensitive and Selective DNA Detection in Complex Matrices,An electrochemical supersandwich assay for sensitive and selective DNA detection in complex matrices,RJ White,162,38.46%,38.46%
Applicationa of Gold Nanoparticles in the Detection and Identification of Infectious Diseases and Biothreats.,Applications of gold nanoparticles in the detection and identification of infectious diseases and biothreats,M Lin F Yang C Fan,68,42.86%,42.86%
DNA Biomolecular-Electronic Encoder and Decoder Devices Constructed by Multiplex Biosensors.,DNA biomolecular-electronic encoder and decoder devices constructed by multiplex biosensors,D Kang RJ White A Vallée-Bélisle,49,30.00%,30.00%
Highly Sensitive Recognition of Pb2+ Using Pb2+ Triggered exonuclease aided DNA recycling,Highly sensitive recognition of Pb 2+ using Pb 2+ triggered exonuclease aided DNA recycling,S Zhang C Fan,19,50.00%,42.86%
"Two-Step, PCR-Free Telomerase Detection by Using Exonuclease III-Aided Target Recycling","Two‐Step, PCR‐Free Telomerase Detection by Using Exonuclease III‐Aided Target Recycling",HT Soh Y Xiao,40,70.00%,70.00%
Graphene Oxide-Facilitated Electron Transfer of Metalloproteins at Electrode Surfaces,Graphene oxide-facilitated electron transfer of metalloproteins at electrode surfaces,D Li C Fan,179,33.33%,33.33%
Design of a Carbon Nanotube/Magnetic Nanoparticle-Based Peroxidase-Like Nanocomplex and Its Application for Highly Efficient Catalytic Oxidation of Phenols,Design of a carbon nanotube/magnetic nanoparticle-based peroxidase-like nanocomplex and its application for highly efficient catalytic oxidation of phenols,D Li C Fan,86,33.33%,33.33%
"Label-Free, Dual-Analyte Electrochemical Biosensors: A New Class of Molecular-Electronic Logic Gates","Label-free, dual-analyte electrochemical biosensors: A new class of molecular-electronic logic gates",RJ White Y Xiao,91,18.18%,18.18%
"On the Binding of Cationic, Water-Soluble Conjugated Polymer to DNA: Electrostatic and Hydrophobic Interactions.","On the binding of cationic, water-soluble conjugated polymers to DNA: electrostatic and hydrophobic interactions",Y Xiao D Kang,62,42.86%,42.86%
Comparing the Properties of Electrochemical-Based DNA Sensors Employing Different Redox Tags,Comparing the properties of electrochemical-based DNA sensors employing different redox tags,D Kang KW Plaxco,105,36.36%,36.36%
Flexible Carbon Nanotube−Polymer Composite Films with High Conductivity and Superhydrophobicity Made by Solution Process,Flexible carbon nanotube− polymer composite films with high conductivity and superhydrophobicity made by solution process,C Luo E Wang,144,28.57%,26.67%
Site-specific assembly of DNA-based photonic wire using programmable polyamides,Site‐Specific Assembly of DNA‐Based Photonic Wires by Using Programmable Polyamides,,40,11.11%,10.00%
Synthesis and Cellular Uptake of a MR Contrast Agent Coupled to an Antisense Peptide Nucleic Acid - Cell Penetrating Peptide Conjugate,Synthesis and cellular uptake of a MR contrast agent coupled to an antisense peptide nucleic acid–cell–penetrating peptide conjugate,J Pfeuffer,42,33.33%,38.89%
"Enantioselective oxidation of racemic 1, 2-propanediol to D-(−)-lactic acid by Gluconobacter oxydans","Enantioselective oxidation of racemic 1, 2-propanediol to D-(−)-lactic acid by Gluconobacter oxydans",,37,100.00%,100.00%
Addressable and unidirectional energy transfer along a DNA three-way junction programmed by pyrrole-imidazole polyamides,Addressable and unidirectional energy transfer along a DNA three-way junction programmed by pyrrole-imidazole polyamides,GA Burley,11,100.00%,100.00%
DNA-Templated Photonic Arrays and Assemblies: Design Principles and Future Opportunities,DNA‐Templated Photonic Arrays and Assemblies: Design Principles and Future Opportunities,GA Burley,44,90.00%,90.00%
Site-specific assembly of DNA-based photonic wire using programmable polyamides,Site‐Specific Assembly of DNA‐Based Photonic Wires by Using Programmable Polyamides,,40,11.11%,10.00%
Highly Efficient Synthesis of DNA-Binding Hairpin Polyamides via the Use of a New Triphosgene Coupling Strategy,Highly efficient synthesis of DNA-binding hairpin polyamides via the use of a new triphosgene coupling strategy,R Dondi GA Burley,20,37.50%,37.50%
New process and new compounds: A novel process for preparing polyamides binding to DNA minor groove.,DNA and its associated processes as targets for cancer therapy,LH Hurley,1123,18.75%,30.00%
Highly size and shape-controlled synthesis of silver nanoparticles via a templated Tollens reaction.,Highly Size‐and Shape‐Controlled Synthesis of Silver Nanoparticles via a Templated Tollens Reaction,R Dondi GA Burley,30,38.46%,41.67%
Cell-Penetrating Peptides and Peptide Nucleic Acid-Coupled MRI Contrast Agents: Evaluation of Cellular Delivery and Target Binding.,Cell-penetrating peptides and peptide nucleic acid-coupled MRI contrast agents: evaluation of cellular delivery and target binding,J Pfeuffer,41,25.00%,25.00%
Directed Assembly of DNA-Functaionlized Gold Nanoparticles Using Pyrrole-Imidazole Polyamides,Directed assembly of DNA-functionalized gold nanoparticles using pyrrole–imidazole polyamides,I Singh L Guerrini,38,22.22%,22.22%
Facile synthesis of peptide nucleic acids and peptide nucleic acid-peptide conjugates on an automatic peptide synthesizer,Automated synthesis of peptide nucleic acids and peptide nucleic acid–peptide conjugates,,63,56.25%,90.91%
Nitrogen deposition and nitrogen cycling along an urban-rural transect in southern China,Nitrogen deposition and forest nitrogen cycling along an urban–rural transect in southern China,Y Fang K Koba W Zhu,123,91.67%,84.62%
Anthropogenic imprints on nitrogen and oxygen isotopic composition of precipitation nitrate in a nitrogen polluted city of southern China,Anthropogenic imprints on nitrogen and oxygen isotopic composition of precipitation nitrate in a nitrogen-polluted city in southern China,YT Fang K Koba DZ Wen,42,89.47%,100.00%
Low δ18O values of nitrate produced from nitrification in temperate forest soils,Low δ18O values of nitrate produced from nitrification in temperate forest soils,Y Fang K Koba,22,100.00%,100.00%
Low δ18O values of nitrate produced from nitrification in temperate forest soils,Low δ18O values of nitrate produced from nitrification in temperate forest soils,Y Fang K Koba,22,100.00%,100.00%
Nitrogen deposition and nitrogen cycling along an urban-rural transect in southern China,Nitrogen deposition and forest nitrogen cycling along an urban–rural transect in southern China,Y Fang K Koba W Zhu,123,91.67%,84.62%
Anthropogenic imprints on nitrogen and oxygen isotopic composition of precipitation nitrate in a nitrogen polluted city of southern China,Anthropogenic imprints on nitrogen and oxygen isotopic composition of precipitation nitrate in a nitrogen-polluted city in southern China,YT Fang K Koba DZ Wen,42,89.47%,100.00%
Large Loss of Dissolved Organic Nitrogen from Nitrogen-Saturated Forests in Subtropical China,Large loss of dissolved organic nitrogen from nitrogen-saturated forests in subtropical China,Y Fang W Zhu,55,41.67%,41.67%
Nitrogen leaching in response to increased nitrogen inputs in subtropical monsoon forests in southern China,Nitrogen leaching in response to increased nitrogen inputs in subtropical monsoon forests in southern China,Y Fang W Zhu,61,100.00%,100.00%
"Title: Soil-atmosphere exchange of N2O, CO2 and CH4 along a slope of an evergreen broad-leaved forest in southern China","Soil–atmosphere exchange of N2O, CO2 and CH4 along a slope of an evergreen broad-leaved forest in southern China",Y Fang W Zhang,39,89.47%,94.44%
Input and output of dissolved organic and inorganic nitrogen in subtropical forests of South China under high air pollution,Input and output of dissolved organic and inorganic nitrogen in subtropical forests of South China under high air pollution,YT Fang,121,100.00%,100.00%
The N-15 natural abundance of the N lost from an N-saturated subtropical forest in southern China,The 15N natural abundance of the N lost from an N‐saturated subtropical forest in southern China,K Koba Y Fang,21,87.50%,87.50%
Organic nitrogen deposition in precipitation in metropolitan Guangzhou city of southern China,Organic nitrogen deposition in precipitation in metropolitan Guangzhou city of southern China,Y Fang Z Wu Y Kuang,14,100.00%,100.00%
High abundance of ammonia-oxidizing archaea in acidified subtropical forest soils in southern China after long-term N deposition,High abundance of ammonia-oxidizing archaea in acidified subtropical forest soils in southern China after long-term N deposition,K Isobe K Koba,57,100.00%,100.00%
Nitrite transformations in an N-saturated forest soil,Nitrite transformations in an N-saturated forest soil,K Isobe K Koba M Kuroiwa,18,100.00%,100.00%
Preliminary insights into delta N-15 and delta O-18 of nitrate in natural mosses: A new application of the denitrifier method,"Stable isotopes as tracers of anthropogenic nitrogen sources, deposition, and impacts",MG Hastings KL Casciotti EM Elliott,22,10.00%,27.27%
Effects of experimental nitrogen additions on plant diversity in tropical forests of contrasting disturbance regimes in southern China,Effects of experimental nitrogen additions on plant diversity in tropical forests of contrasting disturbance regimes in southern China,FS Gilliam Y Fang,22,100.00%,100.00%
"delta N-15 of soil N and plants in a N-saturated, subtropical forest of southern China","δ15N of soil N and plants in a N‐saturated, subtropical forest of southern China",K Koba K Isobe,14,80.00%,85.71%
Effects of experimental nitrogen additions on plant diversity in an old-growth tropical forest,Effects of experimental nitrogen additions on plant diversity in an old‐growth tropical forest,FS Gilliam,114,92.31%,92.31%
The natural abundance of N-15 in plant and soil-available N indicates a shift of main plant N resources to NO3- from NH4+ along the N leaching gradient,The natural abundance of 15N in plant and soil‐available N indicates a shift of main plant N resources to NO 3− from NH 4+ along the N leaching gradient,K Koba,45,85.19%,79.31%
Methane uptake responses to nitrogen deposition in three tropical forests in southern China,Methane uptake responses to nitrogen deposition in three tropical forests in southern China,,69,100.00%,100.00%
Nitrogen addition reduces soil respiration in a mature tropical forest in southern China,Nitrogen addition reduces soil respiration in a mature tropical forest in southern China,W Zhu,297,100.00%,100.00%
High sensitivity of 454 pyrosequencing for detection of rare species in aquatic communities,High sensitivity of 454 pyrosequencing for detection of rare species in aquatic communities,A Zhan X Huang,95,100.00%,100.00%
Scale dependent post-establishment spread and genetic diversity in an invading mollusc in South America,Scale‐dependent post‐establishment spread and genetic diversity in an invading mollusc in South America,A Zhan S Ghabooli,24,78.57%,84.62%
Invasion genetics of the Ciona intestinalis species complex: from regional endemism to global homogeneity,Invasion genetics of the Ciona intestinalis species complex: from regional endemism to global homogeneity,A Zhan HJ Macisaac ME Cristescu,104,100.00%,100.00%
High sensitivity of 454 pyrosequencing for detection of rare species in aquatic communities,High sensitivity of 454 pyrosequencing for detection of rare species in aquatic communities,A Zhan X Huang,95,100.00%,100.00%
Complex genetic patterns in closely related colonizing invasive species,Complex genetic patterns in closely related colonizing invasive species,A Zhan JA Darling DG Bock,34,100.00%,100.00%
Scale dependent post-establishment spread and genetic diversity in an invading mollusc in South America,Scale‐dependent post‐establishment spread and genetic diversity in an invading mollusc in South America,A Zhan S Ghabooli,24,78.57%,84.62%
Invasion genetics of the Ciona intestinalis species complex: from regional endemism to global homogeneity,Invasion genetics of the Ciona intestinalis species complex: from regional endemism to global homogeneity,A Zhan HJ Macisaac ME Cristescu,104,100.00%,100.00%
"Microsatellite DNA markers for three toad-headed lizard species (Phrynocephalus vlangalii, P. przewalskii and P. guttatus)","Microsatellite DNA markers for three toad‐headed lizard species (Phrynocephalus vlangalii, P. przewalskii and P. guttatus)",A Zhan,6,93.33%,93.33%
Past and present: Phylogeography of the Bufo gargarizans species complex inferred from multi-loci allele sequence and frequency data,Past and present: phylogeography of the Bufo gargarizans species complex inferred from multi-loci allele sequence and frequency data,A Zhan,32,94.44%,94.44%
Fine-scale population genetic structure of the Zhikong scallop (Chlamys farreri): Do local marine currents drive the geographical differentiation?,Fine-scale population genetic structure of Zhikong scallop (Chlamys farreri): do local marine currents drive geographical differentiation?,A Zhan,79,83.33%,93.75%
Construction of microsatellite-based linkage maps and identification of growth-related quantitative trait loci for Zhikong scallop (Chlamys farreri),Construction of microsatellite‐based linkage maps and identification of size‐related quantitative trait loci for Zhikong scallop (Chlamys farreri),A Zhan,55,88.24%,88.24%
Big mountains but small barriers: Population genetic structure of the Chinese wood frog (Rana chensinensis) in the Tsinling and Daba Mountain region,Big mountains but small barriers: Population genetic structure of the Chinese wood frog (Rana chensinensis) in the Tsinling and Daba Mountain region of …,A Zhan,25,100.00%,95.65%
Isolation and characterization of novel microsatellite markers for yellow perch (Perca flavescens),Isolation and characterization of novel microsatellite markers for yellow perch (Perca flavescens),A Zhan B Brown,18,100.00%,100.00%
Looking at both sides of the invasion: patterns of colonization in the violet tunicate Botrylloides violaceus,Looking at both sides of the invasion: patterns of colonization in the violet tunicate Botrylloides violaceus,DG Bock A Zhan C Lejeusne HJ MacIsaac,42,100.00%,100.00%
Testing historical phylogeographic inferences with contemporary gene flow data: population genetic structure of the Qinghai toad-headed lizard,Testing historical phylogeographic inferences with contemporary gene flow data: population genetic structure of the Qinghai toad‐headed lizard,Y Wang A Zhan,10,94.12%,94.12%
Multiple introductions and invasion pathways for the invasive ctenophore Mnemiopsis leidyi in Eurasia,Multiple introductions and invasion pathways for the invasive ctenophore Mnemiopsis leidyi in Eurasia,S Ghabooli A Zhan ME Cristescu,43,100.00%,100.00%
Canonicalcoordinates and Bergmann metrics.,Canonical coordinates and Bergman metrics,,117,25.00%,20.00%
On the convergence and collapsing of Kähler metrics,On the convergence and collapsing of Kähler manifolds,,27,87.50%,87.50%
Convergence of Calabi-Yau manifolds,Convergence of Calabi–Yau manifolds,,26,75.00%,75.00%
Bounding sectional curvature along the Kähler-Ricci flow,Bounding sectional curvature along the Kähler–Ricci flow,,14,85.71%,85.71%
Nitrogen response efficiency increased monotonically with decreasing soil resource availability,Nitrogen response efficiency increased monotonically with decreasing soil resource availability: a case study from a semiarid grassland in northern China,XG Han,83,90.00%,45.00%
Global trends in senesced-leaf nitrogen and phosphorus,Global trends in senesced‐leaf nitrogen and phosphorus,HYH Chen,119,85.71%,85.71%
