Simulating adsorption of U(VI) under transient groundwater flow and hydrochemistry: Physical versus chemical nonequilibrium model,Simulating adsorption of U (VI) under transient groundwater flow and hydrochemistry: Physical versus chemical nonequilibrium model,J Greskowiak H Prommer,19,93.33%,87.50%
"Geochemical evolution of groundwater in carbonate aquifers in Taiyuan, northern China","Geochemical evolution of groundwater in carbonate aquifers in Taiyuan, northern China",R Ma C Zheng H Prommer,40,100.00%,100.00%
Importance of considering intraborehole flow in solute transport modeling under highly dynamic flow conditions,Importance of considering intraborehole flow in solute transport modeling under highly dynamic flow conditions,R Ma C Zheng,22,100.00%,100.00%
A field-scale reactive transport model for U(VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,A field‐scale reactive transport model for U (VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,R Ma C Zheng H Prommer,50,88.89%,84.21%
"Comparison of parameter sensitivities between a laboratory and field-scale model of uranium transport in a dual domain, distributed rate reactive system","Comparison of parameter sensitivities between a laboratory and field‐scale model of uranium transport in a dual domain, distributed rate reactive system",J Greskowiak H Prommer C Liu,24,95.24%,95.24%
Relative importance of dispersion and rate-limited mass transfer in highly heterogeneous porous media: Analysis of a new tracer test at the Macrodispersion Experiment (MADE) site,Relative importance of dispersion and rate‐limited mass transfer in highly heterogeneous porous media: Analysis of a new tracer test at the Macrodispersion …,G Liu C Zheng JJ Butler,24,80.00%,90.91%
"Quantitative assessment of groundwater vulnerability using index system and transport simulation, Huangshuihe catchment, China","Quantitative assessment of groundwater vulnerability using index system and transport simulation, Huangshuihe catchment, China",C Zheng,31,100.00%,100.00%
Can China Cope with Its Water Crisis?-Perspectives from the North China Plain,Can China cope with its water crisis?—Perspectives from the North China Plain,C Zheng G Cao E Kendy H Wang,63,66.67%,66.67%
Incidence of sudden cardiac death is higher in areas of low socioeconomic status: Results from the oregon sudden unexplained death study (ore-suds),Incidence of sudden cardiac death is higher in areas of low socioeconomic status: Results from the oregon sudden unexplained death study (ore-suds),,1,100.00%,100.00%
Elevated total white blood cell count with high blood glucose is associated with poor outcome after ischemic stroke,Elevated total white blood cell count with high blood glucose is associated with poor outcome after ischemic stroke,,12,100.00%,100.00%
"Public recognition of major signs and symptoms of heart attack: seventeen states and the US Virgin Islands, 2001","Public recognition of major signs and symptoms of heart attack: seventeen states and the US Virgin Islands, 2001",,99,100.00%,100.00%
Low public recognition of major stroke symptoms,Low public recognition of major stroke symptoms,,154,100.00%,100.00%
Cardiac pathologic findings reveal a high rate of sudden cardiac death of undetermined etiology in younger women,Cardiac pathologic findings reveal a high rate of sudden cardiac death of undetermined etiology in younger women,,34,100.00%,100.00%
Economic burden of cardiovascular disease associated with excess body weight in U.S. adults,Economic burden of cardiovascular disease associated with excess body weight in US adults,G Heath M Pratt,76,92.31%,92.31%
"VASECTOMY, INFLAMMATION, ATHEROSCLEROSIS AND LONG-TERM FOLLOWUP FOR CARDIOVASCULAR DISEASES: NO ASSOCIATIONS IN THE ATHEROSCLEROSIS RISK IN COMMUNITIES STUDY","Vasectomy, inflammation, atherosclerosis and long-term followup for cardiovascular diseases: no associations in the atherosclerosis risk in communities study",GW Evans,22,0.00%,0.00%
"Associations of ankle-brachial index with clinical coronary heart disease, stroke and preclinical carotid and popliteal atherosclerosis:: the Atherosclerosis Risk in Communities (ARIC) Study","Associations of ankle-brachial index with clinical coronary heart disease, stroke and preclinical carotid and popliteal atherosclerosis:: the Atherosclerosis Risk in …",,530,82.61%,95.00%
Complex product manifolds cannot be negatively curved,Complex product manifolds cannot be negatively curved,,12,100.00%,100.00%
Complete real Kähler submanifolds in codimension two,Complete real Kähler submanifolds in codimension two,,5,100.00%,100.00%
On real Kähler Euclidean submanifolds with non-negative Ricci curvature,On real Kähler Euclidean submanifolds with non-negative Ricci curvature,,12,100.00%,100.00%
A local and global splitting result for real Kähler Euclidean submanifolds,A local and global splitting result for real Kähler Euclidean submanifolds,,10,100.00%,100.00%
Compact Kähler Manifolds with Nonpositive Bisectional Curvature,Compact Kähler manifolds with nonpositive bisectional curvature,HH Wu,20,42.86%,42.86%
Kodaira dimensions and hyperbolicity of nonpositively curved compact Kähler manifolds,Kodaira dimensions and hyperbolicity of nonpositively curved compact Kähler manifolds,,7,100.00%,100.00%
Piecewise Euclidean structures and Eberlein's Rigidity Theorem in the singular case,Piecewise Euclidean structures and Eberlein's rigidity theorem in the singular case,MW Davis,15,81.82%,81.82%
On nonpositively curved euclidean submanifolds: splitting results II,On nonpositively curved euclidean submanifolds: splitting results II,,10,100.00%,100.00%
On nonpositively curved Euclidean submanifolds: splitting results,On nonpositively curved Euclidean submanifolds: splitting results,,11,100.00%,100.00%
Isometric embedding of Kähler manifolds with nonpositive sectional curvature,Isometric embedding of Kähler manifolds with nonpositive sectional curvature,,10,100.00%,100.00%
"First pontrjagin form, rigidity and strong rigidity of nonpositively curved Kähler surface of general type","First Pontrjagin form, rigidity and strong rigidity of nonpositively curved Kähler surface of general type",,18,93.33%,93.33%
Intersection domains and the sum of two complex hyperbolic metrics,Intersection domains and the sum of two complex hyperbolic metrics,,1,100.00%,100.00%
Kahler-Einstein Surfaces with Nonpositive Bisectional Curvature,Kähler-Einstein surfaces with nonpositive bisectional curvature,,4,16.67%,16.67%
Kähler-Einstein surfaces with nonpositive bisectional curvature,Kähler-Einstein surfaces with nonpositive bisectional curvature,,4,100.00%,100.00%
Curvature characterization of certain bounded domains of holomorphy,Curvature characterization of certain bounded domains of holomorphy,,3,100.00%,100.00%
On a borderline class of non-positively curved compact Kähler manifolds,On a borderline class of non-positively curved compact Kähler manifolds,,3,100.00%,100.00%
Negatively 1/4-pinched riemannian metric on a compact Kähler manifold,Negatively 1/4-pinched Riemannian metric on a compact Kähler manifold,,45,88.89%,88.89%
A simple proof of Bogomolov's Theorem on class $\nabla II_{0}$ surfaces with $b_{2} = 0^{1}$,A simple proof of Bogomolov's Theorem on class  surfaces with ,J Li,39,66.67%,90.91%
A field demonstration of the entropy-weighted fuzzy DRASTIC method for groundwater vulnerability assessment,A field demonstration of the entropy-weighted fuzzy DRASTIC method for groundwater vulnerability assessment,,6,100.00%,100.00%
Spatial connectivity in a highly heterogeneous aquifer: From cores to preferential flow paths,Spatial connectivity in a highly heterogeneous aquifer: From cores to preferential flow paths,M Bianchi C Zheng,58,100.00%,100.00%
Simulating adsorption of U(VI) under transient groundwater flow and hydrochemistry: Physical versus chemical nonequilibrium model,Simulating adsorption of U (VI) under transient groundwater flow and hydrochemistry: Physical versus chemical nonequilibrium model,J Greskowiak H Prommer,19,93.33%,87.50%
"Geochemical evolution of groundwater in carbonate aquifers in Taiyuan, northern China","Geochemical evolution of groundwater in carbonate aquifers in Taiyuan, northern China",R Ma C Zheng H Prommer,40,100.00%,100.00%
Importance of considering intraborehole flow in solute transport modeling under highly dynamic flow conditions,Importance of considering intraborehole flow in solute transport modeling under highly dynamic flow conditions,R Ma C Zheng,22,100.00%,100.00%
A field-scale reactive transport model for U(VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,A field‐scale reactive transport model for U (VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,R Ma C Zheng H Prommer,50,88.89%,84.21%
"Comparison of parameter sensitivities between a laboratory and field-scale model of uranium transport in a dual domain, distributed rate reactive system","Comparison of parameter sensitivities between a laboratory and field‐scale model of uranium transport in a dual domain, distributed rate reactive system",J Greskowiak H Prommer C Liu,24,95.24%,95.24%
Relative importance of dispersion and rate-limited mass transfer in highly heterogeneous porous media: Analysis of a new tracer test at the Macrodispersion Experiment (MADE) site,Relative importance of dispersion and rate‐limited mass transfer in highly heterogeneous porous media: Analysis of a new tracer test at the Macrodispersion …,G Liu C Zheng JJ Butler,24,80.00%,90.91%
"Quantitative assessment of groundwater vulnerability using index system and transport simulation, Huangshuihe catchment, China","Quantitative assessment of groundwater vulnerability using index system and transport simulation, Huangshuihe catchment, China",C Zheng,31,100.00%,100.00%
Can China Cope with Its Water Crisis?-Perspectives from the North China Plain,Can China cope with its water crisis?—Perspectives from the North China Plain,C Zheng G Cao E Kendy H Wang,63,66.67%,66.67%
A field-scale reactive transport model for U(VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,A field‐scale reactive transport model for U (VI) migration influenced by coupled multirate mass transfer and surface complexation reactions,R Ma C Zheng H Prommer,50,88.89%,84.21%
Geological modeling of submeter scale heterogeneity and its influence on tracer transport in a fluvial aquifer,Geological modeling of submeter scale heterogeneity and its influence on tracer transport in a fluvial aquifer,MJ Ronayne SM Gorelick,34,100.00%,100.00%
Characteristics and controlling factors of dispersion in bounded heterogeneous porous media,Characteristics and controlling factors of dispersion in bounded heterogeneous porous media,Z Lu AV Wolfsberg Z Dai,2,100.00%,100.00%
Coal mine water management: optimization models and field application in North China,Coal mine water management: optimization models and field application in North China,C Zheng,2,100.00%,100.00%
Role of Ethics in Groundwater Management,Role of ethics in groundwater management,C Zheng,3,50.00%,50.00%
IGW/DL: A Digital Library for Teaching and Learning Hydrogeology and Groundwater Modeling,IGW/DL: A digital library for teaching and learning hydrogeology and groundwater modeling,C Zheng R Ma,2,41.67%,41.67%
"A modeling study of seawater intrusion in Alabama Gulf Coast, USA","A modeling study of seawater intrusion in Alabama Gulf Coast, USA",C Zheng,48,100.00%,100.00%
Effects of Density and Viscosity in Modeling Heat as a Groundwater Tracer,Effects of density and viscosity in modeling heat as a groundwater tracer,R Ma C Zheng,50,50.00%,50.00%
SGeMS: A Free and Versatile Tool for Three-Dimensional Geostatistical Applications,SGeMS: A Free and Versatile Tool for Three‐Dimensional Geostatistical Applications,M Bianchi C Zheng,18,90.00%,90.00%
Comment on Guest Editorial: “Role of Ethics in Groundwater Management,Comment on Guest Editorial:“Role of Ethics in Groundwater Management”,C Zheng,1,70.00%,77.78%
Recent Developments and Future Directions for MT3DMS and Related Transport Codes,Recent developments and future directions for MT3DMS and related transport codes,C Zheng,32,45.45%,45.45%
Behavior of the mass transfer coefficient during the MADE2 experiment: New insights,Behavior of the mass transfer coefficient during the MADE‐2 experiment: New insights,Q Zhou HH Liu,24,91.67%,91.67%
Ground Water Sustainability: Methodology and Application to the North China Plain,Ground water sustainability: methodology and application to the North China Plain,C Zheng,70,63.64%,63.64%
Zhang Hongren and the Introduction of Transient Flow Theory to China,[CITATION][C] Zhang Hongren and the introduction of transient flow theory to China,C Zheng,1,63.64%,58.33%
Behavior of the mass transfer coefficient during the MADE2 experiment: New insights,Behavior of the mass transfer coefficient during the MADE‐2 experiment: New insights,Q Zhou HH Liu,24,91.67%,91.67%
"Sustainability analysis of groundwater resources in a coastal aquifer, Alabama","Sustainability analysis of groundwater resources in a coastal aquifer, Alabama",C Zheng,11,100.00%,100.00%
Evaluation of the applicability of the dual-domain mass transfer model in porous media containing connected high-conductivity channels,Evaluation of the applicability of the dual‐domain mass transfer model in porous media containing connected high‐conductivity channels,G Liu C Zheng SM Gorelick,44,88.24%,88.24%
"Can urbanization solve inter-sector water conflicts? Insight from a case study in Hebei Province, North China Plain","Can urbanization solve inter-sector water conflicts? Insight from a case study in Hebei Province, North China Plain",E Kendy J Wang C Zheng,31,100.00%,100.00%
PGO: A parallel computing platform for global optimization based on genetic algorithm,PGO: A parallel computing platform for global optimization based on genetic algorithm,S Dong L Tang,31,100.00%,100.00%
Groundwater and surface-water interactions in a confined alluvial aquifer between two rivers: effects of groundwater flow dynamics on high iron anomaly,Groundwater and surface-water interactions in a confined alluvial aquifer between two rivers: effects of groundwater flow dynamics on high iron anomaly,C Zheng,14,100.00%,100.00%
Integrated geophysical and geological investigation of a heterogeneous fluvial aquifer in Columbus Mississippi,Integrated geophysical and geological investigation of a heterogeneous fluvial aquifer in Columbus Mississippi,DL Harry AB Rodriguez,42,100.00%,100.00%
A process-based reactive hybrid transport model for coupled discrete conduit–continuum systems,A process-based reactive hybrid transport model for coupled discrete conduit–continuum systems,H Prommer T Licha C Zheng,13,100.00%,100.00%
Integrated geophysical and geological investigation of a heterogeneous fluvial aquifer in Columbus Mississippi,Integrated geophysical and geological investigation of a heterogeneous fluvial aquifer in Columbus Mississippi,DL Harry AB Rodriguez,42,100.00%,100.00%
MF2K-GWM: A Ground Water Management Modeling Tool Based on MODFLOW-2000,MF2K‐GWM: A Ground Water Management Modeling Tool Based on MODFLOW‐2000,C Zheng,1,80.00%,80.00%
A comparative study of Monte Carlo simple genetic algorithm and noisy genetic algorithm for cost-effective sampling network design under uncertainty,A comparative study of Monte Carlo simple genetic algorithm and noisy genetic algorithm for cost-effective sampling network design under uncertainty,C Zheng,73,100.00%,100.00%
Reducing Long-Term Remedial Costs by Transport Modeling Optimization,Reducing long‐term remedial costs by transport modeling optimization,B Minsker,28,25.00%,25.00%
"Comment on “Investigating the Macrodispersion Experiment (MADE) site in Columbus, Mississippi, using a three-dimensional inverse flow and transport model” by Heidi Christiansen Barlebo, Mary C. Hill, and Dan Rosbjerg","Investigating the Macrodispersion Experiment (MADE) site in Columbus, Mississippi, using a three‐dimensional inverse flow and transport model",MC Hill,60,48.28%,88.24%
Geophysical constraints on contaminant transport modeling in a heterogeneous fluvial aquifer,Geophysical constraints on contaminant transport modeling in a heterogeneous fluvial aquifer,C Zheng AB Rodriguez,18,100.00%,100.00%
Foreword: Understanding through Modeling,[CITATION][C] Foreword: Understanding through modeling,C Zheng M Hill,4,75.00%,60.00%
Internet Data Sources for Ground Water Modeling,Internet data sources for ground water modeling,C Zheng,8,28.57%,28.57%
Delineating alluvial aquifer heterogeneity using resistivity and GPR data,Delineating alluvial aquifer heterogeneity using resistivity and GPR data,AB Rodriguez DL Harry C Zheng,64,100.00%,100.00%
heterogeneity using resistivity and GPR data,Delineating alluvial aquifer heterogeneity using resistivity and GPR data,AB Rodriguez DL Harry C Zheng,64,100.00%,66.67%
"Contaminant transport models under random sources,",Contaminant transport models under random sources,C Zheng,12,83.33%,83.33%
Model Viewer: a three-dimensional visualization tool for ground water modelers,Model viewer: A three-dimensional visualization tool for ground water modelers,C Zheng,4,80.00%,80.00%
Limits of applicability of the advection-dispersion model in aquifers containing high-conductivity channels,Limits of applicability of the advection‐dispersion model in aquifers containing connected high‐conductivity channels,G Liu C Zheng SM Gorelick,71,83.33%,76.92%
"""Contaminant monitoring network design: recent advances and future",[CITATION][C] Contaminant monitoring network design: Recent advances and future directions,C Zheng,2,75.00%,60.00%
"directions""",Standardization in platform stabilometry being a part of posturography,,380,0.00%,0.00%
Natural attenuation of fuel hydrocarbon contaminants: Correlation of biodegradation with hydraulic conductivity in a field case study,Natural attenuation of fuel hydrocarbon contaminants: Correlation of biodegradation with hydraulic conductivity in a field case study,C Zheng,3,100.00%,100.00%
A general simulation-optimization approach for groundwater sampling network design,Recent advances in simulation‐optimization groundwater management modeling,BJ Wagner,151,11.11%,14.29%
Analysis of the effect of decimeter-scale preferential flow paths on solute transport,[CITATION][C] Analysis of the effect of decimeter-scale preferential flow paths on solute transport,,27,100.00%,92.31%
"""A MODFLOW/MT3DMS based multicomponent",MODFLOW/MT3DMS‐Based Reactive Multicomponent Transport Modeling,H Prommer DA Barry C Zheng,243,0.00%,0.00%
"reactive transport model""",A multicomponent reactive transport model of early diagenesis: Application to redox cycling in coastal marine sediments,P Van Cappellen,301,66.67%,12.50%
"""Dissolved oxygen imaging in",Dissolved oxygen imaging in a porous medium to investigate biodegradation in a plume with limited electron acceptor supply,WE Huang DN Lerner,101,100.00%,16.67%
"a porous medium to investigate biodegradation in a plume with limited electron acceptor supply""",Dissolved oxygen imaging in a porous medium to investigate biodegradation in a plume with limited electron acceptor supply,WE Huang DN Lerner,101,100.00%,72.22%
"""Evolution of abnormally low pressure and its","Evolution of abnormally low pressure and its implications for the hydrocarbon system in the southeast uplift zone of Songliao basin, China",JJ Jiao C Zheng,45,100.00%,28.57%
"implications for the hydrocarbon system in the southeast uplift zone of Songliao basin""","Evolution of abnormally low pressure and its implications for the hydrocarbon system in the southeast uplift zone of Songliao basin, China",JJ Jiao C Zheng,45,100.00%,57.14%
Contaminated Ground Water and Sediment: Modeling for Management and Remediation,Contaminated ground water and sediment: modeling for management and remediation,DD Reible,6,40.00%,40.00%
"""Editorial: MODFLOW-2001 and other",Modflow 2001 and other modeling Odysseys.,MC Hill C Zheng,4,50.00%,33.33%
"modeling odysseys""",Modflow 2001 and other modeling Odysseys.,MC Hill C Zheng,4,50.00%,16.67%
"""MODFLOW-2001 and Other Modeling","Flexible, integrated watershed modelling with MIKE SHE",,293,0.00%,0.00%
"Odysseys""",Multicultural odysseys: Navigating the new international politics of diversity,W Kymlicka,1029,0.00%,0.00%
Applied Contaminant Transport Modeling 2nd edition,Applied contaminant transport modeling,C Zheng,1165,16.67%,25.00%
Modeling the fate of oxidisable organic contaminants in groundwater,Modelling the fate of oxidisable organic contaminants in groundwater,DA Barry H Prommer CT Miller,172,88.89%,88.89%
A field demonstration of the simulation-optimization approach for remediation system design,A field demonstration of the simulation optimization approach for remediation system design,C Zheng,122,90.91%,83.33%
TopoDrive and ParticleFlow: Simple tools for learning ground water modeling,TopoDrive and particle flow: Simple tools for learning ground water modeling,C Zheng,2,90.00%,81.82%
Comparison of two numerical methods for advection in a pipe network coupled to a continuum transport model,Comparison of two numerical methods for advection in a pipe network coupled to a continuum transport model,C Zheng G Liu,1,100.00%,100.00%
"""Numerical simulation of uranium",Numerical simulation of uranium in-situ mining,,17,75.00%,50.00%
"transport in flooded underground mines""","Water management at abandoned flooded underground mines: fundamentals, tracer tests, modelling, water treatment",C Wolkersdorfer,127,40.00%,15.38%
"""Simulation of dissolved uranium",Modelling the closure-related geochemical evolution of groundwater at a former uranium mine,KU Mayer DW Blowes,85,50.00%,16.67%
"release from flooded underground mines under equilibrium conditions""","Environmental geochemistry of minesite drainage: Practical theory and case studies, Digital Edition",,260,0.00%,0.00%
"""Numerical simulation of a natural",Numerical simulation of natural convection of nanofluid in a square enclosure: effects due to uncertainties of viscosity and thermal conductivity,CJ Ho,426,120.00%,20.00%
"gradient tracer experiment for the Natural Attenuation Study: flow and physical transport""",Numerical simulation of a natural gradient tracer experiment for the natural attenuation study: Flow and physical transport,C Zheng,62,58.33%,41.18%
"""Application of evolutionary algorithms for remediation system",An overview of evolutionary algorithms in multiobjective optimization,CM Fonseca PJ Fleming,2711,42.86%,37.50%
"design optimization on the Massachusetts Military Reservation""",A field demonstration of the simulation optimization approach for remediation system design,C Zheng,122,42.86%,25.00%
"""Effect of decimeter-scale preferential flow paths on solute",Analysis of solute transport in flow fields influenced by preferential flowpaths at the decimeter scale,C Zheng SM Gorelick,116,50.00%,26.67%
"transport: implications for groundwater remediation""","Dense chlorinated solvents and other DNAPLs in groundwater: History, behavior, and remediation",JA Cherry,755,0.00%,0.00%
"A dual-domain mass transfer approach for modeling solute transport in heterogeneous porous media, application to the MADE site",A dual‐domain mass transfer approach for modeling solute transport in heterogeneous aquifers: Application to the Macrodispersion Experiment (MADE) site,C Zheng,186,72.22%,68.42%
Surficial processes and CO2 flux in soil ecosystem,Surficial processes and CO 2 flux in soil ecosystem,C Zheng,41,87.50%,77.78%
"""Controlling Processes in a CaCO3","Controlling processes in a CaCO 3 precipitating stream in Huanglong Natural Scenic District, Sichuan, China",RJ Donahoe,69,60.00%,13.33%
"precipitating Stream in Huanglong Natural Scenic District,""","Controlling processes in a CaCO 3 precipitating stream in Huanglong Natural Scenic District, Sichuan, China",RJ Donahoe,69,85.71%,33.33%
"""Contaminant transport modeling under random sources, in Calibration",Applied contaminant transport modeling,C Zheng,1165,25.00%,50.00%
"and Reliability in Groundwater Modeling""",A geostatistical approach to the inverse problem in groundwater modeling (steady state) and one‐dimensional simulations,,819,40.00%,13.33%
"""Density-driven transport of dissolved chemicals through unsaturated",DENSITY-DRIVEN TRANSPORT OF DISSOLVED CHEMICALS THROUGH UNSATURATED SOIL.,C Zheng,13,0.00%,0.00%
"soil""",[CITATION][C] The Canadian system of soil classification,,536,0.00%,0.00%
"""An integrated global and local optimization approach for remediation",An integrated global and local optimization approach for remediation system design,C Zheng,90,88.89%,72.73%
Delineating alluvial aquifer heterogeneity using resistivity and GPR data,Delineating alluvial aquifer heterogeneity using resistivity and GPR data,AB Rodriguez DL Harry C Zheng,64,100.00%,100.00%
heterogeneity using resistivity and GPR data,Delineating alluvial aquifer heterogeneity using resistivity and GPR data,AB Rodriguez DL Harry C Zheng,64,100.00%,66.67%
"Contaminant transport models under random sources,",Contaminant transport models under random sources,C Zheng,12,83.33%,83.33%
Model Viewer: a three-dimensional visualization tool for ground water modelers,Model viewer: A three-dimensional visualization tool for ground water modelers,C Zheng,4,80.00%,80.00%
Limits of applicability of the advection-dispersion model in aquifers containing high-conductivity channels,Limits of applicability of the advection‐dispersion model in aquifers containing connected high‐conductivity channels,G Liu C Zheng SM Gorelick,71,83.33%,76.92%
"""Contaminant monitoring network design: recent advances and future",[CITATION][C] Contaminant monitoring network design: Recent advances and future directions,C Zheng,2,75.00%,60.00%
"directions""",Standardization in platform stabilometry being a part of posturography,,380,0.00%,0.00%
Natural attenuation of fuel hydrocarbon contaminants: Correlation of biodegradation with hydraulic conductivity in a field case study,Natural attenuation of fuel hydrocarbon contaminants: Correlation of biodegradation with hydraulic conductivity in a field case study,C Zheng,3,100.00%,100.00%
A general simulation-optimization approach for groundwater sampling network design,Recent advances in simulation‐optimization groundwater management modeling,BJ Wagner,151,11.11%,14.29%
Analysis of the effect of decimeter-scale preferential flow paths on solute transport,[CITATION][C] Analysis of the effect of decimeter-scale preferential flow paths on solute transport,,27,100.00%,92.31%
"""A MODFLOW/MT3DMS based multicomponent",MODFLOW/MT3DMS‐Based Reactive Multicomponent Transport Modeling,H Prommer DA Barry C Zheng,243,0.00%,0.00%
"reactive transport model""",A multicomponent reactive transport model of early diagenesis: Application to redox cycling in coastal marine sediments,P Van Cappellen,301,66.67%,12.50%
"""Dissolved oxygen imaging in",Dissolved oxygen imaging in a porous medium to investigate biodegradation in a plume with limited electron acceptor supply,WE Huang DN Lerner,101,100.00%,16.67%
"a porous medium to investigate biodegradation in a plume with limited electron acceptor supply""",Dissolved oxygen imaging in a porous medium to investigate biodegradation in a plume with limited electron acceptor supply,WE Huang DN Lerner,101,100.00%,72.22%
"""Evolution of abnormally low pressure and its","Evolution of abnormally low pressure and its implications for the hydrocarbon system in the southeast uplift zone of Songliao basin, China",JJ Jiao C Zheng,45,100.00%,28.57%
"implications for the hydrocarbon system in the southeast uplift zone of Songliao basin""","Evolution of abnormally low pressure and its implications for the hydrocarbon system in the southeast uplift zone of Songliao basin, China",JJ Jiao C Zheng,45,100.00%,57.14%
Contaminated Ground Water and Sediment: Modeling for Management and Remediation,Contaminated ground water and sediment: modeling for management and remediation,DD Reible,6,40.00%,40.00%
"""Editorial: MODFLOW-2001 and other",Modflow 2001 and other modeling Odysseys.,MC Hill C Zheng,4,50.00%,33.33%
"modeling odysseys""",Modflow 2001 and other modeling Odysseys.,MC Hill C Zheng,4,50.00%,16.67%
"""MODFLOW-2001 and Other Modeling","Flexible, integrated watershed modelling with MIKE SHE",,293,0.00%,0.00%
"Odysseys""",Multicultural odysseys: Navigating the new international politics of diversity,W Kymlicka,1029,0.00%,0.00%
Applied Contaminant Transport Modeling 2nd edition,Applied contaminant transport modeling,C Zheng,1165,16.67%,25.00%
Modeling the fate of oxidisable organic contaminants in groundwater,Modelling the fate of oxidisable organic contaminants in groundwater,DA Barry H Prommer CT Miller,172,88.89%,88.89%
A field demonstration of the simulation-optimization approach for remediation system design,A field demonstration of the simulation optimization approach for remediation system design,C Zheng,122,90.91%,83.33%
TopoDrive and ParticleFlow: Simple tools for learning ground water modeling,TopoDrive and particle flow: Simple tools for learning ground water modeling,C Zheng,2,90.00%,81.82%
Comparison of two numerical methods for advection in a pipe network coupled to a continuum transport model,Comparison of two numerical methods for advection in a pipe network coupled to a continuum transport model,C Zheng G Liu,1,100.00%,100.00%
"""Numerical simulation of uranium",Numerical simulation of uranium in-situ mining,,17,75.00%,50.00%
"transport in flooded underground mines""","Water management at abandoned flooded underground mines: fundamentals, tracer tests, modelling, water treatment",C Wolkersdorfer,127,40.00%,15.38%
"""Simulation of dissolved uranium",Modelling the closure-related geochemical evolution of groundwater at a former uranium mine,KU Mayer DW Blowes,85,50.00%,16.67%
"release from flooded underground mines under equilibrium conditions""","Environmental geochemistry of minesite drainage: Practical theory and case studies, Digital Edition",,260,0.00%,0.00%
"""Numerical simulation of a natural",Numerical simulation of natural convection of nanofluid in a square enclosure: effects due to uncertainties of viscosity and thermal conductivity,CJ Ho,426,120.00%,20.00%
"gradient tracer experiment for the Natural Attenuation Study: flow and physical transport""",Numerical simulation of a natural gradient tracer experiment for the natural attenuation study: Flow and physical transport,C Zheng,62,58.33%,41.18%
"""Application of evolutionary algorithms for remediation system",An overview of evolutionary algorithms in multiobjective optimization,CM Fonseca PJ Fleming,2711,42.86%,37.50%
"design optimization on the Massachusetts Military Reservation""",A field demonstration of the simulation optimization approach for remediation system design,C Zheng,122,42.86%,25.00%
"""Effect of decimeter-scale preferential flow paths on solute",Analysis of solute transport in flow fields influenced by preferential flowpaths at the decimeter scale,C Zheng SM Gorelick,116,50.00%,26.67%
"transport: implications for groundwater remediation""","Dense chlorinated solvents and other DNAPLs in groundwater: History, behavior, and remediation",JA Cherry,755,0.00%,0.00%
"A dual-domain mass transfer approach for modeling solute transport in heterogeneous porous media, application to the MADE site",A dual‐domain mass transfer approach for modeling solute transport in heterogeneous aquifers: Application to the Macrodispersion Experiment (MADE) site,C Zheng,186,72.22%,68.42%
Surficial processes and CO2 flux in soil ecosystem,Surficial processes and CO 2 flux in soil ecosystem,C Zheng,41,87.50%,77.78%
"""Controlling Processes in a CaCO3","Controlling processes in a CaCO 3 precipitating stream in Huanglong Natural Scenic District, Sichuan, China",RJ Donahoe,69,60.00%,13.33%
"precipitating Stream in Huanglong Natural Scenic District,""","Controlling processes in a CaCO 3 precipitating stream in Huanglong Natural Scenic District, Sichuan, China",RJ Donahoe,69,85.71%,33.33%
"""Contaminant transport modeling under random sources, in Calibration",Applied contaminant transport modeling,C Zheng,1165,25.00%,50.00%
"and Reliability in Groundwater Modeling""",A geostatistical approach to the inverse problem in groundwater modeling (steady state) and one‐dimensional simulations,,819,40.00%,13.33%
"""Density-driven transport of dissolved chemicals through unsaturated",DENSITY-DRIVEN TRANSPORT OF DISSOLVED CHEMICALS THROUGH UNSATURATED SOIL.,C Zheng,13,0.00%,0.00%
"soil""",[CITATION][C] The Canadian system of soil classification,,536,0.00%,0.00%
"""An integrated global and local optimization approach for remediation",An integrated global and local optimization approach for remediation system design,C Zheng,90,88.89%,72.73%
"system design""",Linear system theory and design,,5553,50.00%,20.00%
"""Natural attenuation of BTEX",Natural attenuation of BTEX compounds: Model development and field‐scale application,TP Clement C Zheng TH Wiedemeier,132,75.00%,30.00%
"compounds, model development and field-scale application""",Natural attenuation of chlorinated ethene compounds: model development and field-scale application at the Dover site,TP Clement Y Sun,193,66.67%,26.67%
Long-term groundwater management by a MODFLOW based dynamic optimization tool,LONG‐TERM GROUNDWATER MANAGEMENT BY A MODFLOW BASED DYNAMIC OPTIMIZATION TOOL,C Zheng,10,10.00%,10.00%
Debating complexity in modeling,Debating complexity in modeling,R Hunt C Zheng,14,100.00%,100.00%
Application of genetic algorithms and simulated annealing in groundwater management: formulation and comparison,[CITATION][C] Application of genetic algorithms and simulated annealing in groundwater management: formulation and comparison,,16,100.00%,92.86%
"""Abnormal fluid pressures caused by erosion and subsidence of",Abnormal fluid pressures caused by deposition and erosion of sedimentary basins,JJ Jiao C Zheng,29,77.78%,63.64%
"sedimentary basins""",Some remarks on the development of sedimentary basins,,3818,50.00%,12.50%
Numerical simulation of tracer tests in a heterogeneous aquifer,Numerical simulation of tracer tests in heterogeneous aquifer,C Zheng JJ Jiao,45,88.89%,100.00%
